Timestamp,RunIndex,PlayerId,Frame,StepIndex,NodeName,CellX,CellY,PosX,PosZ,PassCount,UnknownCount,WallCount,LinkCount
20251217_221421.638,1,0,4332,19,Node_147,13,6,13.000,6.000,1,0,0,1
20251217_221421.937,1,0,4398,5,Node_89,22,9,22.000,9.000,7,0,0,4
20251217_221421.938,1,0,4398,5,Node_89,22,9,22.000,9.000,8,0,0,4
20251217_221421.949,1,0,4400,5,Node_89,22,9,22.000,9.000,9,0,0,4
20251217_221421.951,1,0,4400,5,Node_148,24,9,24.000,9.000,1,0,0,1
20251217_221421.958,1,0,4401,34,Node_139,25,19,25.000,19.000,2,1,1,3
20251217_221421.966,1,0,4402,20,Node_96,22,6,22.000,6.000,4,1,1,3
20251217_221421.978,1,0,4404,20,Node_149,13,5,13.000,5.000,1,0,0,1
20251217_221422.265,1,0,4466,6,Node_108,23,9,23.000,9.000,4,0,1,3
20251217_221422.266,1,0,4466,6,Node_108,23,9,23.000,9.000,5,0,1,3
20251217_221422.287,1,0,4470,35,Node_132,25,18,25.000,18.000,2,2,0,2
20251217_221422.293,1,0,4471,21,Node_98,22,5,22.000,5.000,4,1,1,2
20251217_221422.294,1,0,4471,6,Node_108,23,9,23.000,9.000,6,0,1,3
20251217_221422.294,1,0,4471,6,Node_150,25,9,25.000,9.000,1,0,0,1
20251217_221422.604,1,0,4521,7,Node_148,24,9,24.000,9.000,2,0,2,2
20251217_221422.605,1,0,4521,7,Node_148,24,9,24.000,9.000,3,0,2,2
20251217_221422.611,1,0,4522,36,Node_107,24,18,24.000,18.000,2,1,1,3
20251217_221422.624,1,0,4524,22,Node_152,23,5,23.000,5.000,1,0,0,1
20251217_221422.625,1,0,4524,7,Node_153,25,8,25.000,8.000,1,0,0,1
20251217_221422.631,1,0,4525,7,Node_148,24,9,24.000,9.000,4,0,2,2
20251217_221422.939,1,0,4574,37,Node_106,24,17,24.000,17.000,3,1,0,3
20251217_221422.946,1,0,4575,8,Node_150,25,9,25.000,9.000,2,1,1,2
20251217_221422.947,1,0,4575,8,Node_150,25,9,25.000,9.000,3,1,1,2
20251217_221422.955,1,0,4576,23,Node_154,23,4,23.000,4.000,1,0,0,1
20251217_221422.963,1,0,4577,8,Node_155,25,7,25.000,7.000,1,0,0,1
20251217_221422.971,1,0,4578,8,Node_150,25,9,25.000,9.000,4,1,1,2
20251217_221423.264,1,0,4643,38,Node_129,25,17,25.000,17.000,3,2,0,3
20251217_221423.285,1,0,4647,9,Node_156,26,9,26.000,9.000,1,0,0,1
20251217_221423.286,1,0,4647,9,Node_156,26,9,26.000,9.000,2,2,1,1
20251217_221423.292,1,0,4648,24,Node_157,23,3,23.000,3.000,1,0,0,1
20251217_221423.303,1,0,4650,9,Node_158,25,6,25.000,6.000,1,0,0,1
20251217_221423.310,1,0,4651,9,Node_156,26,9,26.000,9.000,3,2,1,1
20251217_221423.604,1,0,4710,39,Node_159,26,17,26.000,17.000,1,0,0,1
20251217_221423.610,1,0,4711,10,Node_160,26,8,26.000,8.000,1,0,0,1
20251217_221423.611,1,0,4711,10,Node_160,26,8,26.000,8.000,2,2,1,1
20251217_221423.633,1,0,4715,25,Node_161,23,2,23.000,2.000,1,0,0,1
20251217_221423.639,1,0,4716,10,Node_160,26,8,26.000,8.000,3,2,1,1
20251217_221423.646,1,0,4717,10,Node_162,25,5,25.000,5.000,1,0,0,1
20251217_221423.930,1,0,4778,40,Node_163,26,18,26.000,18.000,1,0,0,1
20251217_221423.954,1,0,4782,11,Node_164,26,7,26.000,7.000,1,0,0,1
20251217_221423.955,1,0,4782,11,Node_164,26,7,26.000,7.000,2,2,1,1
20251217_221423.973,1,0,4785,26,Node_165,23,1,23.000,1.000,1,0,0,1
20251217_221423.974,1,0,4785,11,Node_166,24,5,24.000,5.000,1,0,0,1
20251217_221423.980,1,0,4786,11,Node_164,26,7,26.000,7.000,3,2,1,1
20251217_221424.256,1,0,4839,41,Node_132,25,18,25.000,18.000,3,1,0,4
20251217_221424.295,1,0,4843,12,Node_167,26,6,26.000,6.000,1,0,0,1
20251217_221424.296,1,0,4843,12,Node_167,26,6,26.000,6.000,2,3,0,1
20251217_221424.303,1,0,4844,12,Node_168,24,6,24.000,6.000,1,0,0,1
20251217_221424.323,1,0,4845,27,Node_169,23,0,23.000,0.000,1,0,0,1
20251217_221424.323,1,0,4845,12,Node_167,26,6,26.000,6.000,3,3,0,1
20251217_221424.580,1,0,4898,42,Node_129,25,17,25.000,17.000,4,0,0,4
20251217_221424.635,1,0,4905,13,Node_170,26,5,26.000,5.000,1,0,0,1
20251217_221424.635,1,0,4905,13,Node_170,26,5,26.000,5.000,2,2,1,1
20251217_221424.664,1,0,4907,28,Node_171,23,-1,23.000,-1.000,1,0,0,1
20251217_221424.665,1,0,4907,13,Node_170,26,5,26.000,5.000,3,2,1,1
20251217_221424.666,1,0,4907,13,Node_172,24,7,24.000,7.000,1,0,0,1
20251217_221424.920,1,0,4959,43,Node_126,25,16,25.000,16.000,3,1,1,2
20251217_221424.966,1,0,4966,14,Node_162,25,5,25.000,5.000,2,1,1,3
20251217_221424.968,1,0,4966,14,Node_162,25,5,25.000,5.000,3,0,1,3
20251217_221424.989,1,0,4970,14,Node_162,25,5,25.000,5.000,4,0,1,3
20251217_221424.991,1,0,4970,14,Node_155,25,7,25.000,7.000,2,2,0,3
20251217_221424.998,1,0,4971,29,Node_173,23,-2,23.000,-2.000,1,0,0,1
20251217_221425.248,1,0,5025,44,Node_104,24,16,24.000,16.000,2,2,0,3
20251217_221425.259,1,0,5027,0,Node_2,19,11,19.000,11.000,7,0,0,4
20251217_221425.260,1,0,5027,0,Node_3,19,9,19.000,9.000,8,0,0,4
20251217_221425.261,1,0,5027,0,Node_4,18,10,18.000,10.000,7,0,0,4
20251217_221425.261,1,0,5027,0,Node_5,20,10,20.000,10.000,11,0,0,4
20251217_221425.294,1,0,5033,15,Node_158,25,6,25.000,6.000,2,2,0,2
20251217_221425.295,1,0,5033,15,Node_158,25,6,25.000,6.000,3,2,0,2
20251217_221425.319,1,0,5037,15,Node_158,25,6,25.000,6.000,4,2,0,2
20251217_221425.331,1,0,5039,15,Node_164,26,7,26.000,7.000,4,1,1,3
20251217_221425.336,1,0,5040,30,Node_174,23,-3,23.000,-3.000,1,0,0,1
20251217_221425.586,1,0,5085,45,Node_117,23,16,23.000,16.000,2,2,0,3
20251217_221425.586,1,0,5085,1,Node_9,20,11,20.000,11.000,3,0,0,4
20251217_221425.587,1,0,5085,1,Node_40,19,8,19.000,8.000,4,0,1,3
20251217_221425.588,1,0,5085,1,Node_16,17,10,17.000,10.000,6,0,0,4
20251217_221425.588,1,0,5085,1,Node_9,20,11,20.000,11.000,4,0,0,4
20251217_221425.620,1,0,5090,16,Node_168,24,6,24.000,6.000,2,1,1,3
20251217_221425.621,1,0,5090,16,Node_168,24,6,24.000,6.000,3,0,1,3
20251217_221425.645,1,0,5094,16,Node_168,24,6,24.000,6.000,4,0,1,3
20251217_221425.656,1,0,5096,16,Node_160,26,8,26.000,8.000,4,1,1,2
20251217_221425.916,1,0,5140,2,Node_44,18,8,18.000,8.000,3,0,1,3
20251217_221425.917,1,0,5140,2,Node_45,21,11,21.000,11.000,5,0,0,4
20251217_221425.931,1,0,5142,46,Node_58,22,16,22.000,16.000,2,1,1,3
20251217_221425.932,1,0,5142,2,Node_45,21,11,21.000,11.000,6,0,0,4
20251217_221425.933,1,0,5142,2,Node_24,16,10,16.000,10.000,4,0,1,3
20251217_221425.948,1,0,5144,17,Node_166,24,5,24.000,5.000,2,2,0,2
20251217_221425.950,1,0,5144,17,Node_166,24,5,24.000,5.000,3,2,0,2
20251217_221425.970,1,0,5147,17,Node_166,24,5,24.000,5.000,4,2,0,2
20251217_221425.983,1,0,5149,17,Node_153,25,8,25.000,8.000,2,1,1,3
20251217_221426.259,1,0,5206,47,Node_56,22,15,22.000,15.000,3,0,1,3
20251217_221426.259,1,0,5206,3,Node_22,17,8,17.000,8.000,4,0,0,4
20251217_221426.260,1,0,5206,3,Node_86,22,11,22.000,11.000,4,0,1,3
20251217_221426.273,1,0,5208,3,Node_86,22,11,22.000,11.000,5,0,1,3
20251217_221426.274,1,0,5208,3,Node_27,15,10,15.000,10.000,3,0,1,3
20251217_221426.289,1,0,5210,18,Node_176,24,4,24.000,4.000,1,0,0,1
20251217_221426.289,1,0,5210,18,Node_176,24,4,24.000,4.000,2,2,1,1
20251217_221426.307,1,0,5213,18,Node_150,25,9,25.000,9.000,5,0,1,3
20251217_221426.313,1,0,5214,18,Node_176,24,4,24.000,4.000,3,2,1,1
20251217_221426.586,1,0,5266,48,Node_114,23,15,23.000,15.000,2,1,1,2
20251217_221426.586,1,0,5266,4,Node_25,17,7,17.000,7.000,3,0,2,2
20251217_221426.598,1,0,5268,4,Node_90,23,11,23.000,11.000,4,0,0,4
20251217_221426.609,1,0,5270,4,Node_90,23,11,23.000,11.000,5,0,0,4
20251217_221426.610,1,0,5270,4,Node_109,14,10,14.000,10.000,2,1,1,2
20251217_221426.633,1,0,5274,19,Node_177,24,3,24.000,3.000,1,0,0,1
20251217_221426.634,1,0,5274,19,Node_177,24,3,24.000,3.000,2,3,0,1
20251217_221426.635,1,0,5274,19,Node_156,26,9,26.000,9.000,4,1,1,2
20251217_221426.652,1,0,5277,19,Node_177,24,3,24.000,3.000,3,3,0,1
20251217_221426.910,1,0,5332,5,Node_28,16,7,16.000,7.000,4,1,0,3
20251217_221426.926,1,0,5335,49,Node_102,24,15,24.000,15.000,2,2,0,3
20251217_221426.936,1,0,5337,5,Node_112,24,11,24.000,11.000,3,1,1,2
20251217_221426.951,1,0,5339,5,Node_112,24,11,24.000,11.000,4,1,1,2
20251217_221426.952,1,0,5339,5,Node_135,13,10,13.000,10.000,2,2,0,3
20251217_221426.974,1,0,5343,20,Node_178,24,2,24.000,2.000,1,0,0,1
20251217_221426.976,1,0,5343,20,Node_178,24,2,24.000,2.000,2,3,0,1
20251217_221426.992,1,0,5345,20,Node_178,24,2,24.000,2.000,3,3,0,1
20251217_221427.253,1,0,5393,6,Node_36,15,7,15.000,7.000,2,2,0,3
20251217_221427.269,1,0,5394,50,Node_124,25,15,25.000,15.000,3,1,1,3
20251217_221427.278,1,0,5395,6,Node_180,25,11,25.000,11.000,1,0,0,1
20251217_221427.290,1,0,5397,6,Node_180,25,11,25.000,11.000,2,1,2,1
20251217_221427.293,1,0,5397,6,Node_181,12,10,12.000,10.000,1,0,0,1
20251217_221427.317,1,0,5401,21,Node_182,24,1,24.000,1.000,1,0,0,1
20251217_221427.318,1,0,5401,21,Node_182,24,1,24.000,1.000,2,1,2,1
20251217_221427.330,1,0,5403,21,Node_182,24,1,24.000,1.000,3,1,2,1
20251217_221427.598,1,0,5448,51,Node_122,25,14,25.000,14.000,3,1,1,2
20251217_221427.601,1,0,5448,7,Node_183,14,7,14.000,7.000,1,0,0,1
20251217_221427.607,1,0,5449,7,Node_116,25,12,25.000,12.000,3,2,0,3
20251217_221427.621,1,0,5451,7,Node_116,25,12,25.000,12.000,4,1,0,3
20251217_221427.622,1,0,5451,7,Node_184,12,9,12.000,9.000,1,0,0,1
20251217_221427.644,1,0,5454,22,Node_165,23,1,23.000,1.000,2,2,0,3
20251217_221427.644,1,0,5454,22,Node_165,23,1,23.000,1.000,3,1,0,3
20251217_221427.659,1,0,5456,22,Node_165,23,1,23.000,1.000,4,1,0,3
20251217_221427.923,1,0,5504,52,Node_99,24,14,24.000,14.000,2,1,1,3
20251217_221427.932,1,0,5505,8,Node_185,14,6,14.000,6.000,1,0,0,1
20251217_221427.939,1,0,5506,8,Node_186,26,12,26.000,12.000,1,0,0,1
20251217_221427.947,1,0,5507,8,Node_186,26,12,26.000,12.000,2,2,1,1
20251217_221427.965,1,0,5509,8,Node_187,12,8,12.000,8.000,1,0,0,1
20251217_221427.991,1,0,5512,23,Node_188,22,1,22.000,1.000,1,0,0,1
20251217_221427.999,1,0,5513,23,Node_188,22,1,22.000,1.000,2,1,2,1
20251217_221428.252,1,0,5558,53,Node_97,24,13,24.000,13.000,2,1,1,2
20251217_221428.260,1,0,5559,9,Node_147,13,6,13.000,6.000,2,2,0,3
20251217_221428.268,1,0,5560,9,Node_189,26,13,26.000,13.000,1,0,0,1
20251217_221428.276,1,0,5561,9,Node_189,26,13,26.000,13.000,2,2,1,1
20251217_221428.302,1,0,5564,9,Node_190,12,7,12.000,7.000,1,0,0,1
20251217_221428.317,1,0,5566,24,Node_191,22,0,22.000,0.000,1,0,0,1
20251217_221428.329,1,0,5568,24,Node_191,22,0,22.000,0.000,2,3,0,1
