Timestamp,RunIndex,PlayerId,Frame,StepIndex,NodeName,CellX,CellY,PosX,PosZ,PassCount,UnknownCount,WallCount,LinkCount
20251217_221035.048,1,0,1646,6,Node_24,16,10,16.000,10.000,2,1,1,3
20251217_221035.066,1,0,1650,6,Node_4,18,10,18.000,10.000,3,2,0,2
20251217_221035.096,1,0,1656,6,Node_54,16,6,16.000,6.000,1,0,0,1
20251217_221035.110,1,0,1659,6,Node_20,21,15,21.000,15.000,2,2,0,3
20251217_221035.371,1,0,1720,7,Node_21,16,11,16.000,11.000,2,2,0,2
20251217_221035.392,1,0,1725,7,Node_16,17,10,17.000,10.000,4,1,0,4
20251217_221035.434,1,0,1735,7,Node_56,22,15,22.000,15.000,1,0,0,1
20251217_221035.439,1,0,1736,7,Node_57,16,5,16.000,5.000,1,0,0,1
20251217_221035.696,1,0,1800,8,Node_30,15,11,15.000,11.000,2,2,0,3
20251217_221035.716,1,0,1805,8,Node_14,17,11,17.000,11.000,4,1,0,3
20251217_221035.760,1,0,1816,8,Node_58,22,16,22.000,16.000,1,0,0,1
20251217_221035.778,1,0,1820,8,Node_59,16,4,16.000,4.000,1,0,0,1
20251217_221036.032,1,0,1876,9,Node_60,14,11,14.000,11.000,1,0,0,1
20251217_221036.042,1,0,1878,9,Node_21,16,11,16.000,11.000,3,1,0,4
20251217_221036.080,1,0,1886,9,Node_23,21,16,21.000,16.000,2,1,1,3
20251217_221036.126,1,0,1894,9,Node_61,16,3,16.000,3.000,1,0,0,1
20251217_221036.359,1,0,1944,10,Node_62,14,12,14.000,12.000,1,0,0,1
20251217_221036.370,1,0,1946,10,Node_18,16,12,16.000,12.000,2,1,1,2
20251217_221036.406,1,0,1952,10,Node_20,21,15,21.000,15.000,3,0,0,4
20251217_221036.463,1,0,1964,10,Node_63,16,2,16.000,2.000,1,0,0,1
20251217_221036.694,1,0,2016,11,Node_33,15,12,15.000,12.000,2,3,0,2
20251217_221036.700,1,0,2017,11,Node_64,14,13,14.000,13.000,1,0,0,1
20251217_221036.746,1,0,2027,11,Node_52,21,14,21.000,14.000,2,1,1,2
20251217_221036.787,1,0,2036,11,Node_47,15,2,15.000,2.000,2,2,0,3
20251217_221037.018,1,0,2090,12,Node_35,15,13,15.000,13.000,1,3,1,1
20251217_221037.039,1,0,2094,12,Node_65,14,14,14.000,14.000,1,0,0,1
20251217_221037.069,1,0,2100,12,Node_15,20,14,20.000,14.000,2,2,0,3
20251217_221037.127,1,0,2111,12,Node_66,14,2,14.000,2.000,1,0,0,1
20251217_221037.364,1,0,2147,13,Node_67,13,14,13.000,14.000,1,0,0,1
20251217_221037.366,1,0,2147,13,Node_68,15,14,15.000,14.000,1,0,0,1
20251217_221037.411,1,0,2154,13,Node_69,19,14,19.000,14.000,1,0,0,1
20251217_221037.452,1,0,2163,13,Node_70,14,3,14.000,3.000,1,0,0,1
20251217_221037.690,1,0,2202,14,Node_71,13,15,13.000,15.000,1,0,0,1
20251217_221037.700,1,0,2204,14,Node_72,15,15,15.000,15.000,1,0,0,1
20251217_221037.749,1,0,2214,14,Node_73,18,14,18.000,14.000,1,0,0,1
20251217_221037.780,1,0,2219,14,Node_74,13,3,13.000,3.000,1,0,0,1
20251217_221038.032,1,0,2273,15,Node_75,13,16,13.000,16.000,1,0,0,1
20251217_221038.038,1,0,2274,15,Node_76,15,16,15.000,16.000,1,0,0,1
20251217_221038.075,1,0,2280,15,Node_77,18,15,18.000,15.000,1,0,0,1
20251217_221038.100,1,0,2285,0,Node_2,19,11,19.000,11.000,4,0,0,4
20251217_221038.101,1,0,2285,0,Node_3,19,9,19.000,9.000,4,1,0,3
20251217_221038.101,1,0,2285,0,Node_4,18,10,18.000,10.000,4,1,0,3
20251217_221038.101,1,0,2285,0,Node_5,20,10,20.000,10.000,3,2,0,2
20251217_221038.366,1,0,2333,16,Node_79,16,16,16.000,16.000,1,0,0,1
20251217_221038.428,1,0,2340,1,Node_6,19,12,19.000,12.000,2,1,1,2
20251217_221038.428,1,0,2340,1,Node_42,20,9,20.000,9.000,2,2,0,3
20251217_221038.429,1,0,2340,1,Node_7,19,10,19.000,10.000,2,2,0,3
20251217_221038.429,1,0,2340,1,Node_7,19,10,19.000,10.000,3,1,0,4
20251217_221038.691,1,0,2390,17,Node_82,16,15,16.000,15.000,1,0,0,1
20251217_221038.758,1,0,2403,2,Node_11,20,12,20.000,12.000,2,2,0,3
20251217_221038.758,1,0,2403,2,Node_3,19,9,19.000,9.000,5,0,0,4
20251217_221038.770,1,0,2405,2,Node_83,21,9,21.000,9.000,1,0,0,1
20251217_221038.770,1,0,2405,2,Node_5,20,10,20.000,10.000,4,1,0,3
20251217_221039.028,1,0,2457,18,Node_84,16,14,16.000,14.000,1,0,0,1
20251217_221039.083,1,0,2467,3,Node_42,20,9,20.000,9.000,3,0,0,4
20251217_221039.095,1,0,2469,3,Node_85,21,10,21.000,10.000,1,0,0,1
20251217_221039.101,1,0,2470,3,Node_48,21,12,21.000,12.000,2,1,1,3
20251217_221039.109,1,0,2471,3,Node_85,21,10,21.000,10.000,2,3,0,2
20251217_221039.355,1,0,2521,19,Node_68,15,14,15.000,14.000,2,2,0,3
20251217_221039.405,1,0,2532,4,Node_5,20,10,20.000,10.000,5,0,0,4
20251217_221039.430,1,0,2537,4,Node_45,21,11,21.000,11.000,2,2,0,2
20251217_221039.435,1,0,2538,4,Node_45,21,11,21.000,11.000,3,2,0,3
20251217_221039.435,1,0,2538,4,Node_45,21,11,21.000,11.000,4,1,0,3
20251217_221039.694,1,0,2595,20,Node_65,14,14,14.000,14.000,2,1,1,3
20251217_221039.730,1,0,2603,5,Node_85,21,10,21.000,10.000,3,1,0,3
20251217_221039.761,1,0,2609,5,Node_86,22,11,22.000,11.000,1,0,0,1
20251217_221039.761,1,0,2609,5,Node_86,22,11,22.000,11.000,2,2,1,1
20251217_221039.767,1,0,2610,5,Node_85,21,10,21.000,10.000,4,1,0,3
20251217_221040.019,1,0,2664,21,Node_64,14,13,14.000,13.000,2,2,0,2
20251217_221040.070,1,0,2673,6,Node_87,22,10,22.000,10.000,1,0,0,1
20251217_221040.086,1,0,2676,6,Node_87,22,10,22.000,10.000,2,3,0,2
20251217_221040.088,1,0,2676,6,Node_87,22,10,22.000,10.000,3,2,0,2
20251217_221040.093,1,0,2677,6,Node_87,22,10,22.000,10.000,4,2,0,2
20251217_221040.347,1,0,2728,22,Node_88,13,13,13.000,13.000,1,0,0,1
20251217_221040.397,1,0,2738,7,Node_86,22,11,22.000,11.000,3,1,1,2
20251217_221040.422,1,0,2743,7,Node_89,22,9,22.000,9.000,1,0,0,1
20251217_221040.428,1,0,2744,7,Node_89,22,9,22.000,9.000,2,3,0,1
20251217_221040.429,1,0,2744,7,Node_89,22,9,22.000,9.000,3,3,0,1
20251217_221040.670,1,0,2794,23,Node_67,13,14,13.000,14.000,2,2,0,3
20251217_221040.724,1,0,2805,8,Node_90,23,11,23.000,11.000,1,0,0,1
20251217_221040.759,1,0,2812,8,Node_91,22,8,22.000,8.000,1,0,0,1
20251217_221040.764,1,0,2813,8,Node_91,22,8,22.000,8.000,2,2,1,1
20251217_221040.765,1,0,2813,8,Node_91,22,8,22.000,8.000,3,2,1,1
20251217_221041.051,1,0,2873,9,Node_93,23,12,23.000,12.000,1,0,0,1
20251217_221041.098,1,0,2883,9,Node_94,22,7,22.000,7.000,1,0,0,1
20251217_221041.103,1,0,2884,9,Node_94,22,7,22.000,7.000,2,2,1,1
20251217_221041.104,1,0,2884,9,Node_94,22,7,22.000,7.000,3,2,1,1
20251217_221041.374,1,0,2943,10,Node_95,24,12,24.000,12.000,1,0,0,1
20251217_221041.436,1,0,2955,10,Node_96,22,6,22.000,6.000,1,0,0,1
20251217_221041.449,1,0,2957,10,Node_96,22,6,22.000,6.000,2,2,1,1
20251217_221041.450,1,0,2957,10,Node_96,22,6,22.000,6.000,3,2,1,1
20251217_221041.700,1,0,3010,11,Node_97,24,13,24.000,13.000,1,0,0,1
20251217_221041.776,1,0,3026,11,Node_98,22,5,22.000,5.000,1,0,0,1
20251217_221041.786,1,0,3028,11,Node_98,22,5,22.000,5.000,2,2,1,1
20251217_221041.787,1,0,3028,11,Node_98,22,5,22.000,5.000,3,2,1,1
20251217_221042.039,1,0,3083,12,Node_99,24,14,24.000,14.000,1,0,0,1
20251217_221042.102,1,0,3096,12,Node_100,21,5,21.000,5.000,1,0,0,1
20251217_221042.113,1,0,3098,12,Node_100,21,5,21.000,5.000,2,3,0,1
20251217_221042.113,1,0,3098,12,Node_100,21,5,21.000,5.000,3,3,0,1
20251217_221042.380,1,0,3158,13,Node_101,24,15,24.000,15.000,1,0,0,1
20251217_221042.427,1,0,3167,13,Node_102,21,6,21.000,6.000,1,0,0,1
20251217_221042.437,1,0,3169,13,Node_102,21,6,21.000,6.000,2,3,0,1
20251217_221042.438,1,0,3169,13,Node_102,21,6,21.000,6.000,3,3,0,1
20251217_221042.723,1,0,3228,14,Node_103,24,16,24.000,16.000,1,0,0,1
20251217_221042.765,1,0,3234,14,Node_104,21,7,21.000,7.000,1,0,0,1
20251217_221042.778,1,0,3235,14,Node_104,21,7,21.000,7.000,2,2,1,1
20251217_221042.779,1,0,3235,14,Node_104,21,7,21.000,7.000,3,2,1,1
20251217_221043.063,1,0,3284,15,Node_105,24,17,24.000,17.000,1,0,0,1
20251217_221043.104,1,0,3290,0,Node_2,19,11,19.000,11.000,5,0,0,4
20251217_221043.105,1,0,3290,0,Node_3,19,9,19.000,9.000,6,0,0,4
20251217_221043.105,1,0,3290,0,Node_4,18,10,18.000,10.000,5,0,0,4
20251217_221043.105,1,0,3290,0,Node_5,20,10,20.000,10.000,6,0,0,4
20251217_221043.113,1,0,3291,15,Node_106,21,8,21.000,8.000,1,0,0,1
20251217_221043.121,1,0,3292,15,Node_106,21,8,21.000,8.000,2,3,0,1
20251217_221043.122,1,0,3292,15,Node_106,21,8,21.000,8.000,3,3,0,1
20251217_221043.429,1,0,3353,1,Node_6,19,12,19.000,12.000,3,0,1,3
20251217_221043.430,1,0,3353,1,Node_40,19,8,19.000,8.000,3,0,1,3
20251217_221043.430,1,0,3353,1,Node_16,17,10,17.000,10.000,5,0,0,4
20251217_221043.431,1,0,3353,1,Node_42,20,9,20.000,9.000,4,0,0,4
20251217_221043.455,1,0,3357,16,Node_83,21,9,21.000,9.000,2,2,0,3
20251217_221043.461,1,0,3358,16,Node_83,21,9,21.000,9.000,3,1,0,3
20251217_221043.462,1,0,3358,16,Node_83,21,9,21.000,9.000,4,1,0,3
20251217_221043.757,1,0,3419,2,Node_11,20,12,20.000,12.000,3,0,0,4
20251217_221043.758,1,0,3419,2,Node_46,20,8,20.000,8.000,2,1,1,2
20251217_221043.774,1,0,3422,2,Node_24,16,10,16.000,10.000,3,0,1,3
20251217_221043.775,1,0,3422,2,Node_46,20,8,20.000,8.000,3,1,1,2
20251217_221043.780,1,0,3423,17,Node_89,22,9,22.000,9.000,4,2,0,3
20251217_221043.787,1,0,3424,17,Node_89,22,9,22.000,9.000,5,1,0,3
20251217_221043.787,1,0,3424,17,Node_89,22,9,22.000,9.000,6,1,0,3
20251217_221044.083,1,0,3491,3,Node_13,20,13,20.000,13.000,2,1,1,2
20251217_221044.098,1,0,3494,3,Node_106,21,8,21.000,8.000,4,2,0,3
20251217_221044.099,1,0,3494,3,Node_106,21,8,21.000,8.000,5,1,0,3
20251217_221044.114,1,0,3497,3,Node_27,15,10,15.000,10.000,2,1,1,2
20251217_221044.127,1,0,3499,18,Node_108,23,9,23.000,9.000,1,0,0,1
20251217_221044.127,1,0,3499,18,Node_108,23,9,23.000,9.000,2,2,1,1
20251217_221044.407,1,0,3557,4,Node_50,21,13,21.000,13.000,2,1,1,3
20251217_221044.435,1,0,3562,4,Node_91,22,8,22.000,8.000,4,1,1,3
20251217_221044.442,1,0,3563,4,Node_91,22,8,22.000,8.000,5,0,1,3
20251217_221044.454,1,0,3565,4,Node_109,14,10,14.000,10.000,1,0,0,1
20251217_221044.461,1,0,3566,19,Node_110,23,10,23.000,10.000,1,0,0,1
20251217_221044.462,1,0,3566,19,Node_110,23,10,23.000,10.000,2,2,1,1
20251217_221044.731,1,0,3622,5,Node_52,21,14,21.000,14.000,3,0,1,3
20251217_221044.760,1,0,3628,5,Node_94,22,7,22.000,7.000,4,1,1,2
20251217_221044.765,1,0,3629,5,Node_94,22,7,22.000,7.000,5,1,1,2
20251217_221044.781,1,0,3632,5,Node_60,14,11,14.000,11.000,2,2,0,3
20251217_221044.797,1,0,3635,20,Node_90,23,11,23.000,11.000,2,2,0,3
20251217_221044.798,1,0,3635,20,Node_90,23,11,23.000,11.000,3,1,0,3
20251217_221045.073,1,0,3696,6,Node_20,21,15,21.000,15.000,4,0,0,4
20251217_221045.086,1,0,3698,6,Node_104,21,7,21.000,7.000,4,1,1,3
20251217_221045.093,1,0,3699,6,Node_104,21,7,21.000,7.000,5,0,1,3
20251217_221045.109,1,0,3702,6,Node_111,13,11,13.000,11.000,1,0,0,1
20251217_221045.125,1,0,3705,21,Node_112,24,11,24.000,11.000,1,0,0,1
20251217_221045.126,1,0,3705,21,Node_112,24,11,24.000,11.000,2,2,1,1
20251217_221045.397,1,0,3765,7,Node_56,22,15,22.000,15.000,2,1,1,2
20251217_221045.411,1,0,3768,7,Node_102,21,6,21.000,6.000,4,2,0,2
20251217_221045.418,1,0,3769,7,Node_102,21,6,21.000,6.000,5,2,0,2
20251217_221045.433,1,0,3772,7,Node_113,13,12,13.000,12.000,1,0,0,1
20251217_221045.450,1,0,3775,22,Node_95,24,12,24.000,12.000,2,2,0,3
20251217_221045.450,1,0,3775,22,Node_95,24,12,24.000,12.000,3,1,0,3
20251217_221045.738,1,0,3834,8,Node_114,23,15,23.000,15.000,1,0,0,1
20251217_221045.739,1,0,3834,8,Node_115,20,6,20.000,6.000,1,0,0,1
20251217_221045.746,1,0,3835,8,Node_115,20,6,20.000,6.000,2,2,1,1
20251217_221045.776,1,0,3840,23,Node_116,25,12,25.000,12.000,1,0,0,1
20251217_221045.777,1,0,3840,23,Node_116,25,12,25.000,12.000,2,3,0,1
20251217_221045.778,1,0,3840,8,Node_88,13,13,13.000,13.000,2,1,1,3
20251217_221046.065,1,0,3899,9,Node_117,23,16,23.000,16.000,1,0,0,1
20251217_221046.067,1,0,3899,9,Node_118,20,5,20.000,5.000,1,0,0,1
20251217_221046.072,1,0,3900,9,Node_118,20,5,20.000,5.000,2,3,0,1
20251217_221046.105,1,0,3906,24,Node_119,25,13,25.000,13.000,1,0,0,1
20251217_221046.106,1,0,3906,24,Node_119,25,13,25.000,13.000,2,3,0,1
20251217_221046.106,1,0,3906,9,Node_64,14,13,14.000,13.000,3,1,0,3
20251217_221046.408,1,0,3971,10,Node_120,23,17,23.000,17.000,1,0,0,1
20251217_221046.410,1,0,3971,10,Node_121,20,4,20.000,4.000,1,0,0,1
20251217_221046.415,1,0,3972,10,Node_121,20,4,20.000,4.000,2,3,0,1
20251217_221046.446,1,0,3977,25,Node_122,25,14,25.000,14.000,1,0,0,1
20251217_221046.447,1,0,3977,25,Node_122,25,14,25.000,14.000,2,2,1,1
20251217_221046.447,1,0,3977,10,Node_35,15,13,15.000,13.000,2,1,1,3
20251217_221046.735,1,0,4033,11,Node_105,24,17,24.000,17.000,2,3,0,2
20251217_221046.747,1,0,4035,11,Node_123,20,3,20.000,3.000,1,0,0,1
20251217_221046.753,1,0,4036,11,Node_123,20,3,20.000,3.000,2,3,0,1
20251217_221046.772,1,0,4039,11,Node_33,15,12,15.000,12.000,3,1,0,3
20251217_221046.791,1,0,4042,26,Node_124,25,15,25.000,15.000,1,0,0,1
20251217_221046.792,1,0,4042,26,Node_124,25,15,25.000,15.000,2,2,1,1
20251217_221047.061,1,0,4095,12,Node_107,24,18,24.000,18.000,1,3,1,1
20251217_221047.087,1,0,4099,12,Node_125,20,2,20.000,2.000,1,0,0,1
20251217_221047.096,1,0,4100,12,Node_62,14,12,14.000,12.000,2,2,0,3
20251217_221047.096,1,0,4100,12,Node_125,20,2,20.000,2.000,2,1,2,1
20251217_221047.134,1,0,4106,27,Node_126,25,16,25.000,16.000,1,0,0,1
20251217_221047.400,1,0,4156,13,Node_127,24,19,24.000,19.000,1,0,0,1
20251217_221047.414,1,0,4158,13,Node_128,19,2,19.000,2.000,1,0,0,1
20251217_221047.426,1,0,4160,13,Node_128,19,2,19.000,2.000,2,2,1,1
20251217_221047.439,1,0,4162,13,Node_113,13,12,13.000,12.000,2,1,1,3
20251217_221047.474,1,0,4168,28,Node_129,25,17,25.000,17.000,1,0,0,1
20251217_221047.742,1,0,4224,14,Node_130,24,20,24.000,20.000,1,0,0,1
20251217_221047.743,1,0,4224,14,Node_131,19,3,19.000,3.000,1,0,0,1
20251217_221047.754,1,0,4226,14,Node_131,19,3,19.000,3.000,2,2,1,1
20251217_221047.765,1,0,4228,14,Node_111,13,11,13.000,11.000,2,1,1,2
20251217_221047.813,1,0,4237,29,Node_132,25,18,25.000,18.000,1,0,0,1
20251217_221048.080,1,0,4280,15,Node_133,19,4,19.000,4.000,1,0,0,1
20251217_221048.090,1,0,4281,15,Node_134,24,21,24.000,21.000,1,0,0,1
20251217_221048.091,1,0,4281,15,Node_133,19,4,19.000,4.000,2,3,0,1
20251217_221048.106,1,0,4283,15,Node_135,13,10,13.000,10.000,1,0,0,1
20251217_221048.107,1,0,4283,0,Node_2,19,11,19.000,11.000,6,0,0,4
20251217_221048.107,1,0,4283,0,Node_3,19,9,19.000,9.000,7,0,0,4
20251217_221048.108,1,0,4283,0,Node_4,18,10,18.000,10.000,6,0,0,4
20251217_221048.108,1,0,4283,0,Node_5,20,10,20.000,10.000,7,0,0,4
20251217_221048.156,1,0,4290,30,Node_136,25,19,25.000,19.000,1,0,0,1
20251217_221048.423,1,0,4339,16,Node_137,19,5,19.000,5.000,1,0,0,1
20251217_221048.431,1,0,4340,16,Node_138,24,22,24.000,22.000,1,0,0,1
20251217_221048.437,1,0,4341,16,Node_137,19,5,19.000,5.000,2,3,0,1
20251217_221048.439,1,0,4341,1,Node_7,19,10,19.000,10.000,4,0,0,4
20251217_221048.439,1,0,4341,1,Node_7,19,10,19.000,10.000,5,0,0,4
20251217_221048.440,1,0,4341,1,Node_7,19,10,19.000,10.000,6,0,0,4
20251217_221048.440,1,0,4341,1,Node_85,21,10,21.000,10.000,5,0,0,4
20251217_221048.448,1,0,4342,16,Node_139,13,9,13.000,9.000,1,0,0,1
20251217_221048.495,1,0,4349,31,Node_140,25,20,25.000,20.000,1,0,0,1
20251217_221048.771,1,0,4401,17,Node_142,24,23,24.000,23.000,1,0,0,1
20251217_221048.772,1,0,4401,2,Node_5,20,10,20.000,10.000,8,0,0,4
20251217_221048.772,1,0,4401,2,Node_5,20,10,20.000,10.000,9,0,0,4
20251217_221048.781,1,0,4402,17,Node_141,19,6,19.000,6.000,1,2,2,1
20251217_221048.783,1,0,4402,2,Node_5,20,10,20.000,10.000,10,0,0,4
20251217_221048.784,1,0,4402,2,Node_87,22,10,22.000,10.000,5,1,0,3
20251217_221048.792,1,0,4403,17,Node_143,13,8,13.000,8.000,1,0,0,1
20251217_221048.822,1,0,4408,32,Node_130,24,20,24.000,20.000,2,1,1,3
20251217_221049.111,1,0,4465,18,Node_144,24,24,24.000,24.000,1,0,0,1
20251217_221049.111,1,0,4465,18,Node_115,20,6,20.000,6.000,3,1,1,3
20251217_221049.112,1,0,4465,3,Node_85,21,10,21.000,10.000,6,0,0,4
20251217_221049.113,1,0,4465,3,Node_85,21,10,21.000,10.000,7,0,0,4
20251217_221049.120,1,0,4466,3,Node_85,21,10,21.000,10.000,8,0,0,4
20251217_221049.121,1,0,4466,3,Node_110,23,10,23.000,10.000,3,1,1,3
20251217_221049.133,1,0,4468,18,Node_145,13,7,13.000,7.000,1,0,0,1
20251217_221049.146,1,0,4470,33,Node_127,24,19,24.000,19.000,2,1,1,2
20251217_221049.445,1,0,4527,4,Node_83,21,9,21.000,9.000,5,0,0,4
20251217_221049.445,1,0,4527,4,Node_108,23,9,23.000,9.000,3,1,1,2
20251217_221049.453,1,0,4528,19,Node_102,21,6,21.000,6.000,6,1,0,3
20251217_221049.454,1,0,4528,4,Node_87,22,10,22.000,10.000,6,0,0,4
20251217_221049.454,1,0,4528,4,Node_87,22,10,22.000,10.000,7,0,0,4
20251217_221049.470,1,0,4530,34,Node_136,25,19,25.000,19.000,2,1,1,3
20251217_221049.472,1,0,4530,19,Node_147,13,6,13.000,6.000,1,0,0,1
20251217_221049.774,1,0,4587,5,Node_89,22,9,22.000,9.000,7,0,0,4
20251217_221049.775,1,0,4587,5,Node_148,24,9,24.000,9.000,1,0,0,1
20251217_221049.780,1,0,4588,5,Node_89,22,9,22.000,9.000,8,0,0,4
20251217_221049.781,1,0,4588,5,Node_89,22,9,22.000,9.000,9,0,0,4
