RunIndex,NodeName,PosX,PosZ,DistanceFromStart,DistanceFromGoal,UnknownCount,WallCount,LinkCount,PassCount,IsDeadEnd,IsBranch
0,Node_549,37,3,26,0,0,0,4,4,0,1
0,Node_548,34,-5,31,0,0,1,3,4,0,1
0,Node_547,36,3,25,0,0,1,3,4,0,1
0,Node_546,34,-4,30,0,0,0,4,10,0,1
0,Node_545,36,4,24,0,1,1,2,0,0,0
0,Node_544,34,-3,29,0,0,1,3,6,0,1
0,Node_543,33,-5,30,0,0,1,3,4,0,1
0,Node_542,34,-2,28,0,0,1,3,2,0,1
0,Node_541,33,-4,29,0,0,1,3,6,0,1
0,Node_540,34,-1,27,0,0,0,4,2,0,1
0,Node_539,35,4,23,0,0,1,3,4,0,1
0,Node_538,33,-3,28,0,0,1,3,6,0,1
0,Node_537,34,0,26,0,0,0,4,8,0,1
0,Node_536,35,3,24,0,0,1,3,4,0,1
0,Node_535,33,-2,27,0,0,1,3,2,0,1
0,Node_534,34,1,25,0,0,1,3,2,0,1
0,Node_533,33,-1,26,0,0,1,3,2,0,1
0,Node_532,34,2,24,0,0,1,3,2,0,1
0,Node_531,33,0,25,0,0,0,4,8,0,1
0,Node_530,34,3,23,0,0,0,4,4,0,1
0,Node_529,33,1,24,0,0,0,4,6,0,1
0,Node_528,34,4,22,0,0,1,3,4,0,1
0,Node_527,33,2,23,0,0,1,3,6,0,1
0,Node_526,33,3,22,0,0,0,4,10,0,1
0,Node_525,38,24,34,0,2,1,1,0,1,0
0,Node_524,6,22,32,0,2,1,1,0,1,0
0,Node_523,38,25,33,0,1,1,2,0,0,0
0,Node_522,6,23,31,0,1,1,2,0,0,0
0,Node_521,6,24,30,0,1,1,2,0,0,0
0,Node_520,6,25,29,0,1,1,2,0,0,0
0,Node_519,33,4,21,0,0,0,4,6,0,1
0,Node_518,33,5,20,0,0,1,3,2,0,1
0,Node_517,36,21,27,0,1,1,2,0,0,0
0,Node_516,36,20,26,0,2,0,2,0,0,0
0,Node_515,36,19,25,0,2,0,2,0,0,0
0,Node_514,9,24,25,0,0,2,2,0,0,0
0,Node_513,36,18,24,0,1,1,2,0,0,0
0,Node_512,35,7,20,0,0,2,2,0,0,0
0,Node_511,9,25,26,0,0,1,3,2,0,1
0,Node_510,11,21,24,0,3,0,1,0,1,0
0,Node_509,36,25,31,0,0,1,3,4,0,1
0,Node_508,36,17,23,0,2,0,2,0,0,0
0,Node_507,10,25,25,0,0,1,3,2,0,1
0,Node_506,11,22,23,0,1,1,2,0,0,0
0,Node_505,36,24,30,0,0,1,3,2,0,1
0,Node_504,10,24,24,0,0,1,3,2,0,1
0,Node_503,36,23,29,0,0,1,3,2,0,1
0,Node_502,11,24,23,0,0,0,4,4,0,1
0,Node_501,36,22,28,0,0,1,3,2,0,1
0,Node_500,11,23,22,0,0,1,3,2,0,1
0,Node_499,11,25,24,0,0,1,3,2,0,1
0,Node_498,34,17,21,0,0,1,3,2,0,1
0,Node_497,36,9,23,0,1,1,2,0,0,0
0,Node_496,12,25,23,0,0,2,2,2,0,0
0,Node_495,34,18,22,0,1,1,2,0,0,0
0,Node_494,36,10,22,0,1,1,2,0,0,0
0,Node_493,12,24,22,0,0,1,3,2,0,1
0,Node_492,12,23,21,0,0,0,4,2,0,1
0,Node_491,33,21,24,0,1,1,2,0,0,0
0,Node_490,33,17,20,0,0,1,3,2,0,1
0,Node_489,12,22,20,0,2,0,2,0,0,0
0,Node_488,33,20,23,0,1,1,2,0,0,0
0,Node_487,13,22,19,0,0,1,3,2,0,1
0,Node_486,33,19,22,0,1,1,2,0,0,0
0,Node_485,35,11,20,0,0,2,2,0,0,0
0,Node_484,13,23,20,0,0,1,3,2,0,1
0,Node_483,33,18,21,0,0,0,4,2,0,1
0,Node_482,35,10,21,0,0,0,4,2,0,1
0,Node_481,35,9,22,0,0,0,4,2,0,1
0,Node_480,31,18,19,0,0,2,2,0,0,0
0,Node_479,35,8,21,0,0,1,3,2,0,1
0,Node_478,34,7,19,0,0,1,3,2,0,1
0,Node_477,19,21,14,0,0,2,2,0,0,0
0,Node_476,32,15,17,0,0,2,2,0,0,0
0,Node_475,33,22,25,0,0,1,3,2,0,1
0,Node_474,18,24,16,0,0,1,3,2,0,1
0,Node_473,18,25,17,0,0,1,3,2,0,1
0,Node_472,29,24,25,0,0,2,2,0,0,0
0,Node_471,32,22,24,0,0,1,3,2,0,1
0,Node_470,32,21,23,0,2,0,2,0,0,0
0,Node_469,31,25,26,0,0,1,3,2,0,1
0,Node_468,32,20,22,0,1,1,2,0,0,0
0,Node_467,31,24,25,0,0,0,4,6,0,1
0,Node_466,32,19,21,0,1,1,2,0,0,0
0,Node_465,31,23,24,0,0,1,3,4,0,1
0,Node_464,32,18,20,0,0,0,4,2,0,1
0,Node_463,31,22,23,0,0,0,4,4,0,1
0,Node_462,32,17,19,0,0,0,4,4,0,1
0,Node_461,29,25,24,0,0,1,3,4,0,1
0,Node_460,31,21,22,0,1,1,2,0,0,0
