PlayerId,Frame,NodeName,NodePosX,NodePosY,NodePosZ
6,7598,Node_11,-10,0,-5
7,8344,Node_12,-10,0,-1
6,8737,Node_11,-10,0,-5
7,8914,Node_11,-10,0,-5
6,9317,Node_12,-10,0,-1
7,9495,Node_13,-6,0,-5
8,9674,Node_12,-10,0,-1
7,10069,Node_13,-6,0,-5
6,10179,Node_12,-10,0,-1
8,10246,Node_11,-10,0,-5
7,10620,Node_11,-10,0,-5
6,10729,Node_12,-10,0,-1
8,10793,Node_13,-6,0,-5
9,10972,Node_12,-10,0,-1
6,11156,Node_14,-10,0,2
7,11188,Node_12,-10,0,-1
8,11361,Node_11,-10,0,-5
9,11539,Node_11,-10,0,-5
7,11613,Node_14,-10,0,2
6,11721,Node_14,-10,0,2
8,11924,Node_12,-10,0,-1
7,12036,Node_10,-7,0,2
