PlayerId,Frame,NodeName,NodePosX,NodePosY,NodePosZ
1,989,Node_2,-10,0,-5
2,1625,Node_3,-10,0,-1
1,1961,Node_2,-10,0,-5
2,2063,Node_2,-10,0,-5
1,2389,Node_3,-10,0,-1
2,2525,Node_4,-6,0,-5
3,2587,Node_3,-10,0,-1
2,3035,Node_4,-6,0,-5
3,3099,Node_2,-10,0,-5
1,3160,Node_3,-10,0,-1
2,3536,Node_2,-10,0,-5
3,3598,Node_4,-6,0,-5
1,3667,Node_3,-10,0,-1
4,3757,Node_3,-10,0,-1
2,4056,Node_3,-10,0,-1
3,4120,Node_2,-10,0,-5
4,4145,Node_5,-10,0,2
1,4193,Node_2,-10,0,-5
2,4454,Node_5,-10,0,2
3,4632,Node_3,-10,0,-1
4,4657,Node_5,-10,0,2
1,4704,Node_4,-6,0,-5
2,4834,Node_1,-7,0,2
