PlayerId,Frame,NodeName,NodePosX,NodePosY,NodePosZ
6,6272,Node_10,-10,0,-5
7,6979,Node_11,-10,0,-1
6,7375,Node_10,-10,0,-5
7,7539,Node_10,-10,0,-5
6,7927,Node_11,-10,0,-1
7,8088,Node_12,-6,0,-5
8,8250,Node_11,-10,0,-1
7,8631,Node_12,-6,0,-5
6,8741,Node_11,-10,0,-1
8,8803,Node_10,-10,0,-5
7,9180,Node_10,-10,0,-5
6,9288,Node_11,-10,0,-1
8,9349,Node_12,-6,0,-5
9,9513,Node_11,-10,0,-1
7,9725,Node_11,-10,0,-1
6,9833,Node_10,-10,0,-5
8,9897,Node_10,-10,0,-5
9,10057,Node_10,-10,0,-5
7,10134,Node_13,-10,0,2
6,10362,Node_12,-6,0,-5
8,10423,Node_11,-10,0,-1
9,10585,Node_12,-6,0,-5
6,10629,Node_14,-6,0,-3
7,10658,Node_13,-10,0,2
10,10749,Node_11,-10,0,-1
8,10822,Node_13,-10,0,2
9,10847,Node_14,-6,0,-3
6,10891,Node_14,-6,0,-3
7,11053,Node_9,-7,0,2
